id_jugador;confederacion;pais;pais_iso_3;categoria;liga;equipo;nombre;ciudad_nacimiento;fecha_nacimiento;puesto;trayectoria
2413;UEFA;ITALIA;ITA;7;Prima Categoria - Piemonte;Murazzo;Jesus Valentin Cavallera;Fossano, Italia ;04/09/2000;DEF;['Bra (ITA)', 'Torino (ITA)', 'Bra (ITA)', 'Murazzo (ITA)']
2414;UEFA;ITALIA;ITA;7;Prima Categoria - Piemonte;San Sebastiano;Ayrton Nicolas Degano;Villa Maria, Cordoba ;21/01/1997;DEL;['Fossano (ITA)', 'Savigliano (ITA)', 'Fossano (ITA)', 'Carru (ITA)', 'San Sebastiano (ITA)']
2415;UEFA;ITALIA;ITA;7;Prima Categoria - Piemonte;Scarnafigi;Luis Daniel Caserio;Ciudad de Mendoza ;04/10/1979;DEL;['Boca (ARG)', 'Badajoz (ESP)', 'Arges (ROU)', 'Lujan de Cuyo (ARG)', 'Casarano (ITA)', 'Charvensod (ITA)', 'Saluzzo (ITA)', 'Fabria (ITA)', 'Rivoli (ITA)', 'Settimo (ITA)', 'Asti (ITA)', 'Sciolze (ITA)', 'Saluzzo (ITA)', 'Olmo (ITA)', 'Carmagnola (ITA)', 'Scarnafigi (ITA)']
2416;UEFA;ITALIA;ITA;7;Prima Categoria - Puglia;Manfredonia 1932;Nicolas Jesus Ciribe;Miramar, Buenos Aires ;14/03/1995;ARQ;['River (ARG)', 'Aldosivi (ARG)', 'Manfredonia 1932 (ITA)']
2417;UEFA;ITALIA;ITA;7;Prima Categoria - Puglia;Virtus Andria;Vincenzo Gadaleta;Rosario, Santa Fe ;24/06/1997;DEL;['Bisceglie 1913 (ITA)', 'Unione Calcio Bisceglie (ITA)', 'Audace Cerignola (ITA)', 'Vigor Trani (ITA)', 'Terlizzi (ITA)', 'Canosa (ITA)', 'Virtus Andria (ITA)']
2418;UEFA;ITALIA;ITA;7;Prima Categoria - Sardegna;Ilbono;Gonzalo Impaglione;Ciudad de Buenos Aires ;20/02/1997;VOL;['Velez (ARG)', 'Ilbono (ITA)']
2419;UEFA;ITALIA;ITA;6;Prima Cattegoria - Toscana;Ponte a Moriano;Sergio Daniel Colazo;Las Varillas, Cordoba ;25/03/1986;VOL;['Almafuerte de Las Varillas (ARG)', 'Proyecto Crecer (ARG)', 'Ronda (ESP)', 'Proyecto Crecer (ARG)', 'Forte Dei Marmi (ITA)', 'Proyecto Crecer (ARG)', 'Oriental (PRT)', 'Querceta (ITA)', 'Camaiore (ITA)', 'Lamari 1986 (ITA)', 'Almafuerte de Las Varillas (ARG)', 'Lammari 1986 (ITA)', 'Donoratico (ITA)', 'Ponte a Moriano (ITA)']
2420;UEFA;ITALIA;ITA;7;Prima Categoria - Umbria;Cerqueto;Cristian Kolesar;Totoras, Santa Fe ;02/10/1985;DEL;['River (ARG)', 'Academia Ducchini (ARG)', 'Torino (ITA)', 'Chieri (ITA)', 'River Ponce (PRI)', 'Corchiano (ITA)', 'Tres Algarrobos FC (ARG)', 'Carassai (ITA)', 'Totoras Juniors (ARG)', 'Sellanese (ITA)', 'Cerqueto (ITA)']
2421;UEFA;ITALIA;ITA;7;Prima Categoria - Veneto;Arbizzano;Cristian Ezequiel Lopez;;04/06/1986;DEF;['Arbizzano (ITA)']
2422;UEFA;ITALIA;ITA;7;Prima Categoria - Veneto;Calmasino 2003;Juan Pablo Ometto;Ciudad de Buenos Aires ;23/07/1987;DEL;['Garda (ITA)', 'Montebaldina (ITA)', 'Albare Consolina (ITA)', 'Calmasino 2003 (ITA)']
2423;UEFA;ITALIA;ITA;7;Prima Categoria - Veneto;Montecchio Precalcino;Luciano Jose Andres Lievore;Tandil, Buenos Aires ;21/06/1991;DEL;['Azzurra Sandrigo (ITA)', 'Fides San Pietro (ITA)', 'Maddellene Thin Vi (ITA)', 'San Pietro Rosa (ITA)', 'SPF (ITA)', 'Junior Monticello (ITA)', 'SPF (ITA)', 'Montecchio Precalcino (ITA)']
2424;UEFA;ITALIA;ITA;7;Prima Categoria - Veneto;Poleo Aste;Gaston Palmadessa;;;VOL;['Poleo Aste (ITA)']
2425;UEFA;ITALIA;ITA;7;Prima Categoria - Veneto;Vittsangiacomo;Nahuel Losada;Mar del Plata, Buenos Aires ;24/02/1995;DEL;['Inter (ITA)', 'Carpi (ITA)', 'Vittorio Flamec (ITA)', 'Fonatanelle (ITA)', 'Vittsangiacomo (ITA)']
2426;UEFA;ITALIA;ITA;8;Seconda Categoria - Abruzzo;Guardiagrelle;Juan Pablo Calabrese;;13/04/1983;VOL;['Guardiagrelle (ITA)']
2427;UEFA;ITALIA;ITA;8;Seconda Categoria - Emilia Romagna;Fox Junior Serramazzoni;Facundo Stick;;18/03/1993;DEL;['Fox Junior Serramazzoni (ITA)']
2428;UEFA;ITALIA;ITA;8;Seconda Categoria - Emilia Romagna;Villa Verucchio;Matias Ezequiel Lodi;Ciudad de Cordoba ;26/05/1989;VOL;['Villa Verucchio (ITA)']
2429;UEFA;ITALIA;ITA;8;Seconda Categoria - Friulli;Gaja;Nicolas Patricio Testa;Ciudad de Buenos Aires ;29/07/1991;DEL;['Chiarbola (ITA)', 'S.Andrea SV (ITA)', 'Chiarbola (ITA)', 'Gaja (ITA)']
2430;UEFA;ITALIA;ITA;8;Seconda Categoria - Friulli;San Leonardo;Diego Damian Dean;;16/11/1985;DEL;['Deportivo Huracan de Rio Tercero (ARG)', 'Falchi Vis Pas (ITA)', 'Tilaventina (ITA)', 'San Leonardo (ITA)']
2431;UEFA;ITALIA;ITA;8;Seconda Categoria - Friulli;Saronecaneva;Carlos Norberto Borda;Cañada de Gomez, Santa Fe ;01/10/1980;DEL;['Caneva (ITA)', 'San Quirino (ITA)', 'Cornenons (ITA)', 'S.A.Porcia (ITA)', 'Caneva (ITA)', 'Union Pasiano (ITA)', 'Saronecaneva (ITA)']
2432;UEFA;ITALIA;ITA;8;Seconda Categoria - Friulli;Valeriano Pinzano;Sebastian Matias Rodriguez;;10/05/1998;DEL;['Torre (ITA)', 'Monterreale (ITA)', 'Vajont (ITA)', 'Valeriano Pinzano (ITA)']
2433;UEFA;ITALIA;ITA;8;Seconda Categoria - Lazio;Supino;Juan Diego Chiavarini;Ciudad de Santa Fe ;07/01/1978;VOL;['Long Island (USA)', 'Brooklyn Knights (USA)', 'Ferentino (ITA)', 'Cassino (ITA)', 'Morolo (ITA)', 'Terracina (ITA)', 'Diana Meri (ITA)', 'Zagarolo (ITA)', 'Palestrina (ITA)', 'Fulgor Maceratesse (ITA)', 'Colleferro (ITA)', 'Bassiano (ITA)', 'Ceccano (ITA)', 'Sonnino (ITA)', 'Ceccano (ITA)', 'Supino (ITA)']
2434;UEFA;ITALIA;ITA;8;Seconda Categoria - Liguria;Vadese 2018;Cesar Grabinski;Rio Tercero, Cordoba ;13/07/1981;DEL;['Belgrano de Cordoba (ARG)', 'Catania (ITA)', 'Sangiovanesse (ITA)', 'Vado (ITA)', 'Savona (ITA)', 'Pro Belvedere (ITA)', 'Vado (ITA)', 'Finale (ITA)', 'Novese (ITA)', 'Varese 1912 (ITA)', 'Cairese (ITA)', 'Olimpia Carcarese (ITA)', 'Vadese 2018 (ITA)']
2435;UEFA;ITALIA;ITA;8;Seconda Categoria - Marche;Montegranaro;Fernando Manuel Carca;Leones, Cordoba ;25/02/1981;DEL;['Los Andes (ARG)', 'Talleres de Remedios de Escalada (ARG)', 'Sol de America (PRY)', 'Villanovense (ESP)', 'Marmol Macael (ESP)', 'Motril (ESP)', 'Don Benito (ESP)', 'Loja (ESP)', 'Manduria (ITA)', 'Cheisssanuova (ITA)', 'Montottone (ITA)', 'Piceno (ITA)', 'Monsampietro Morico (ITA)', 'Montalto (ITA)', 'Montegranaro (ITA)']
2436;UEFA;ITALIA;ITA;8;Seconda Categoria - Marche;Montegranaro;Diego German Prioletta;Mar del Plata, Buenos Aires ;04/08/1981;ARQ;['Gimnasia LP (ARG)', 'Deportivo Aviacion (ESP)', 'Guspini (ITA)', 'Montegranaro (ITA)', 'Falco Acqualanga (ITA)', 'Montegiorgio (ITA)', 'Petritoli (ITA)', 'Telusiano (ITA)', 'San Marco Servigliano (ITA)', 'Montegranaro (ITA)', 'San Marco Servigliano (ITA)', 'Urbis Salvia (ITA)', 'Montegranaro (ITA)']
2437;UEFA;ITALIA;ITA;8;Seconda Categoria - Marche;Santa Maria Truentina;Ezequiel Ivan Moreno;;11/11/1991;VOL;['Monticelli (ITA)', 'Centobucchi (ITA)', 'Azzurra Colli (ITA)', 'Santa Maria Truentina (ITA)']
2438;UEFA;ITALIA;ITA;8;Seconda Categoria - Marche;Torre San Marco;Diego Patricio Rolon;Cosquin, Cordoba ;06/02/1984;VOL;['Universitario de Cordoba (ARG)', 'Real Metauro (ITA)', 'Marccioni (ITA)', 'Cagliese (ITA)', 'Olimpia Marzocca (ITA)', 'Laurentina (ITA)', 'Castelfrettesse (ITA)', 'Cuccurano (ITA)', 'Castelfrettesse (ITA)', 'Cuccurano (ITA)', 'Castelfretesse (ITA)', 'Torre San Marco (ITA)']
2439;UEFA;ITALIA;ITA;8;Seconda Categoria - Marche;Valfoglia Tavoleto;Gonzalo David Ponce;;30/07/1991;DEF;['San Bartolo Gabicce Mare (ITA)', 'Valfoglia Tavoleto (ITA)']
2440;UEFA;ITALIA;ITA;8;Seconda Categoria - Marche;Varano;Mauro Ariel Di Iorio;;09/05/1975;VOL;['Pietralacroce (ITA)', 'Varano (ITA)']
2441;UEFA;ITALIA;ITA;8;Seconda Categoria - Marche;Victoria Strada;Lucas Matias Giambartolomei;Medanos, Buenos Aires ;08/12/1990;DEL;['Real Metauro (ITA)', 'Filottrano (ITA)', 'Leonessa Montoro (ITA)', 'Staffolo (ITA)', 'Victoria Strada (ITA)']
2442;UEFA;ITALIA;ITA;8;Seconda Categoria - Marche;Vismara;Lucas Javier Cabello;Rosario, Santa Fe ;23/08/1978;VOL;['Argentinos Jrs (ARG)', 'Grosetto (ITA)', 'Nuova Jesi (ITA)', 'Winterthur (CHE)', 'Jessina (ITA)', 'Vis Pesaro (ITA)', 'Urbino (ITA)', 'Osimana (ITA)', 'Cagliese (ITA)', 'Vismara (ITA)', 'Verucchio (ITA)', 'Pisaurum (ITA)', 'Cagliese (ITA)', 'Vismara (ITA)']
2443;UEFA;ITALIA;ITA;8;Seconda Categoria - Puglia;Civitas Conversano;Hernan Leonel Sendra;San Justo, Buenos Aires ;20/10/1997;VOL;['Kids Club Conversano (ITA)', 'Civitas Conversano (ITA)']
2444;UEFA;ITALIA;ITA;8;Seconda Categoria - Sardegna;Loceri;Walter Omar Pechia;Tandil, Buenos Aires ;08/06/1977;DEF;['Cardedu (ITA)', 'Lanusei (ITA)', 'Loceri (ITA)']
2445;UEFA;ITALIA;ITA;8;Seconda Categoria - Trentino;Oltrefersina;Esteban Alejandro Martinelli;;08/12/1993;VOL;['Oltrefersina (ITA)']
2446;UEFA;ITALIA;ITA;8;Seconda Categoria - Veneto;Consolini;Mauricio Gaston Paoletti;Ciudad de Santa Fe ;21/01/1996;DEL;['Pescantina San Lorenzo (ITA)', 'Alba Borgo Roma (ITA)', 'Consolini (ITA)']
2447;UEFA;ITALIA;ITA;8;Seconda Categoria - Veneto;Fosso;Laureano Elias Rodriguez;;04/05/1995;VOL;['Rosario Central (ARG)', 'Argentino de Casilda (ARG)', 'Spinea (ITA)', 'Mellredo (ITA)', 'Gelsi (ITA)', 'Fosso (ITA)']
2448;UEFA;ITALIA;ITA;8;Seconda Categoria - Veneto;Permunia;Ezequiel Morello;;19/10/1988;VOL;['Stiland Rivereel (ITA)', 'Permunia (ITA)']
2449;UEFA;ITALIA;ITA;9;Terza Categoria - Alto Adigie;Sinigo;Nahuel Mendoza;;07/08/1991;VOL;['Oltrisarco (ITA)', 'Sinigo (ITA)']
2450;UEFA;ITALIA;ITA;9;Terza Categoria - Emilia Romagna;Asar 1972;Federico Nahuel Bartolini;Ciudad de Cordoba ;02/07/1997;;['Asar 1972 (ITA)']
2451;UEFA;ITALIA;ITA;9;Terza Categoria - Emilia Romagna;Ramiseto Ligonchio;Damian Gabriel De Nichilo;Ciudad de Buenos Aires ;16/08/1976;DEF;['Deportivo Merlo (ARG)', 'Cañuelas (ARG)', 'Deportivo Merlo (ARG)', 'Cañuelas (ARG)', 'Argentino de Merlo (ARG)', 'Vianese (ITA)', 'Arcetana (ITA)', 'Polinago (ITA)', 'Scandianese (ITA)', 'Vianese (ITA)', 'Sporting Chiozza (ITA)', 'Carpineti (ITA)', 'Levizzno (ITA)', 'Vianese (ITA)', 'Ramiseto Ligonchio (ITA)']
2452;UEFA;ITALIA;ITA;9;Terza Categoria - Friulli;Pozzuolo dell Friulli;Esteban Fabian Virivay;Ciudad de Buenos Aires ;29/04/1995;VOL;['Mereto (ITA)', 'Pozzuolo dell Friulli (ITA)']
2453;UEFA;ITALIA;ITA;9;Terza Categoria - Lazio;Dragon City;Matias Enrique Malaccari;;03/08/1988;VOL;['Canossa (ITA)', 'Dragon City (ITA)']
2454;UEFA;ITALIA;ITA;9;Terza Categoria - Lombardia;Frascatorre;Lucas Fuentes;;;VOL;['Frascatorre (ITA)']
2455;UEFA;ITALIA;ITA;9;Terza Categoria - Lombardia;Hellas Torrazza;Facundo Milano;;16/04/1998;DEL;['Lungavilla (ITA)', 'Bastida (ITA)', 'Hellas Torrazza (ITA)']
2456;UEFA;ITALIA;ITA;9;Terza Categoria - Marche;Sforzacosta 2010;Marcos Gaston Tulli;;02/01/1976;ARQ;['Diavolo Rossi Tolentino (ITA)', 'Giovani Tolentino (ITA)', 'Comuranese (ITA)', 'Sforzacosta 2010 (ITA)']
2457;UEFA;ITALIA;ITA;9;Terza Categoria - Piemonte;Atletico Moretta;Roberto Jose Osella;;01/03/1986;DEF;['Atletico Moretta (ITA)']
2458;UEFA;ITALIA;ITA;9;Terza Categoria - Sicilia;Vis Ribera;Luis Alejandro Di Croce;;01/04/1997;DEF;['Atletico Ribera (ITA)', 'Vis Ribera (ITA)']
2459;UEFA;ITALIA;ITA;9;Terza Categoria - Veneto;Tomio;Facundo Joel Dalla Ca;Villa Maria, Cordoba ;22/04/1996;DEL;['Tomio (ITA)']
2460;UEFA;ITALIA;ITA;;Primavera 1;Genoa;Thiago Dylan Ceijas;Recanati, Italia ;04/08/2001;VOL;['Boca (ARG)', 'Genoa (ITA)']
2461;UEFA;ITALIA;ITA;;Primavera 1;Internazionale;Facundo Colidio;Rafaela, Santa Fe ;01/04/2000;DEL;['Boca (ARG)', 'Internazionale (ITA)']
2462;UEFA;ITALIA;ITA;;Primavera 2B;Pescara;Marcos Nicolas Mercado;;03/01/2002;VOL;['Renato Curi (ITA)', 'Pescara (ITA)']
2463;UEFA;ITALIA;ITA;;Sub 19 Juniores Regionalli;Grumentun Val D´Agri;Tomas Federico Capece;Lujan, Buenos Aires ;09/10/1998;DEF;['Lujan (ARG)', 'Grumentun Val D´Agri (ITA)']
2464;UEFA;ITALIA;ITA;;Sub 19 Juniores Regionalli;Porlezzese;Lautaro Reinero;;;VOL;['Div. Inf (ARG)', 'Porlezzese (ITA)']
2465;UEFA;ITALIA;ITA;;Sub 19 Juniores Provincialli;Torre Angela;Rodrigo Almiron;;;;['Div. Inf (ARG)', 'Torre Angela (ITA)']
2466;UEFA;ITALIA;ITA;;Sub 18 Berretti Nazionali;Rimini;Marcio Fanini;Ciudad de Mendoza ;23/01/2000;VOL;['Chacras de Coria (ARG)', 'Rimini (ITA)']
2467;UEFA;ITALIA;ITA;;Sub 17 Allievi Nazionalli Serie A;Internazionale;Franco Orlando Vezzoni;Cosquin, Cordoba ;11/12/2001;VOL;['Atalaya (ARG)', 'Internazionale (ITA)']
2468;UEFA;ITALIA;ITA;;Sub 17 Allievi Nazionalli Serie C;Novara;Agustin Esteban Reinado;;15/03/2001;;['Div. Inf (ARG)', 'Novara (ITA)']
2469;UEFA;ITALIA;ITA;;Sub 17 Allievi Provinciali;Infernotto;Facundo Nallino;;24/08/2001;VOL;['Div. Inf (ARG)', 'Infernotto (ITA)']
2470;UEFA;ITALIA;ITA;;Sub 16 Allievi Regionalli;San Lorenzo;Ezequiel Piersanti;;22/07/2003;DEL;['Div. Inf (ARG)', 'San Lorenzo (ITA)']
2471;UEFA;ITALIA;ITA;;Sub 16 Allievi Provinciali;Pro Lissone;Agustin Iapalucci;;;VOL;['Monnet Xenia Sport (ITA)', 'Pro Lissone (ITA)']
2472;UEFA;ITALIA;ITA;;Sub 14 Giovanisimmi;Faenza;Mateo Navarro;;;;['Virtus Faenza (ITA)', 'Faenza (ITA)']
2473;UEFA;ITALIA;ITA;;Sub 14 Giovanisimmi;Roma;Alessandro Bolzan;Italia ;;;['Fermo (ITA)', 'Roma (ITA)']
2474;UEFA;ITALIA;ITA;;Essordienti;Cavarzando Oltrardo;Esteban Diego Martínez;;;;['Div. Inf (ARG)', 'Cavarzando Oltrardo (ITA)']
2475;UEFA;KAZAJISTAN;KAZ;1;Premier Liga;Ordabasy Shymkent;Pablo Ezequiel Fontanello;Lincoln, Buenos Aires ;25/02/1984;DEF;['Social Español (ARG)', 'Tigre (ARG)', 'Santiago Wanderers (CHL)', 'Tigre (ARG)', 'Parma (ITA)', 'Tigre (ARG)', 'Gimnasia LP (ARG)', 'Chornomorets (UKR)', 'Stabaek (NOR)', 'Ural (RUS)', 'Ordabasy Shymkent (KAZ)']
2476;UEFA;KAZAJISTAN;KAZ;1;Premier Liga;Tobol Kustanay;Juan Eduardo Lescano;Rauch, Buenos Aires ;29/10/1982;DEL;['Juventud Agraria (ARG)', 'Enramada (ESP)', 'Maraleja de En medio (ESP)', 'Liverpool (ENG)', 'Al Ahli (ARE)', 'Real Madrid (ESP)', 'Moscardo (ESP)', 'Lugano (CHE)', 'Yenisei (RUS)', 'SKA Kharabosbsk (RUS)', 'Anzhi (RUS)', 'Tobol Kustanay (KAZ)']
2477;UEFA;LETONIA;LVA;1;Virsliga;Liepaja;Cristian Damian Torres;Munro, Buenos Aires ;18/06/1985;VOL;['Colegiales (ARG)', 'Jurmala (LVA)', 'Liepajas Metalurg (LVA)', 'Jurmala (LVA)', 'Qabala (AZE)', 'Ravan Baku (AZE)', 'Qarabak (AZE)', 'Ravan Baku (AZE)', 'Liepaja (LVA)']
2478;UEFA;LETONIA;LVA;1;Virsliga;Liepaja;Gonzalo Negro;Villa Maria, Cordoba ;26/09/1994;DEF;['Banfield (ARG)', 'Pachuca Premier (MEX)', 'Juventud Unida de Rio IV (ARG)', 'Liepaja (LVA)']
2479;UEFA;LETONIA;LVA;1;Virsliga;Liepaja;Leonel Strumia;Villa Nueva, Cordoba ;29/09/1992;DEL;['Alumni de Villa Maria (ARG)', 'Liepaja (LVA)']
2480;UEFA;LETONIA;LVA;1;Virsliga;Spartaks Jurmala;Diego Ezequiel Aguirre;"Laferrere; Buenos Aires ";01/11/1993;DEL;['Nueva Chicago (ARG)', 'Social Español (ARG)', 'Nueva Chicago (ARG)', 'Laferrere (ARG)', 'Union Santiago (ARG)', 'Deportivo Armenio (ARG)', 'Deportes Valdivia (CHL)', 'Arsenal Kiev (UKR)', 'Spartaks Jurmala (LVA)']
2481;UEFA;LITUANIA;LTU;2;I Liga;FK Nevezis;Ezequiel Piizzi;Porto San Giorgio, Italia ;27/12/1996;DEL;['Miami United (USA)', 'Borgo Rosselli (ITA)', 'FK Nevezis (LTU)']
2482;UEFA;LUXEMBURGO;LUX;4;2.Division;FC Ehlerange;Esteban Dario Soraire;Rosario de la Frontera, Salta ;31/03/1978;VOL;['Hispano Argentino (ARG)', 'Royal Excelsior Virton (BLR)', 'Arlon (BLR)', 'Petange (LUX)', 'Differdange (LUX)', 'Steinfort (LUX)', 'Luna Oberkon (LUX)', 'Steinfort (LUX)', 'Luna Oberkon (LUX)', 'FC Ehlerange (LUX)']
2483;UEFA;MACEDONIA DEL NORTE;MKD;1;Prva Makedonska Fudbalska Liga;Vardar;Nicolas Jose Herranz;Casilda, Santa Fe ;17/06/1994;DEF;['Rosario Central (ARG)', 'Olimpo de Bahia Blanca (ARG)', 'Vardar (MKD)']
2484;UEFA;MALTA;MLT;1;Premier League;Floriana;Ignacio Lucas Varela;Ciudad de Buenos Aires ;20/07/1990;DEL;['Ferro (ARG)', 'Sarmiento de Resistencia (ARG)', 'J.J.Urquiza (ARG)', 'Sacachispas (ARG)', 'Llaneros (COL)', 'Derthona (ITA)', 'Istra 1961 Pula (HRV)', 'Floriana (MLT)']
2485;UEFA;MALTA;MLT;1;Premier League;Floriana;Enzo Adrían Ruiz;Rosario, Santa Fe ;26/06/1989;DEF;['Boca (ARG)', 'Union Española (CHL)', 'Boca (ARG)', 'Douglas Haig (ARG)', 'Boca (ARG)', 'Temperley (ARG)', 'Independiente Rivadavia (ARG)', 'Floriana (MLT)']
2486;UEFA;MALTA;MLT;1;Premier League;Gzira United;Juan Carlos Corbalan;Ciudad de Buenos Aires ;03/03/1997;VOL;['Balzan FC (MLT)', 'Virtus Lanciano (ITA)', 'Balzan (MLT)', 'Gzira United (MLT)']
2487;UEFA;MALTA;MLT;1;Premier League;Hamrun Spartans;Sebastian Ricardo Nayar;Ciudad de Buenos Aires ;05/10/1988;VOL;['Boca (ARG)', 'Recreativo de Huelva (ESP)', 'Deportivo Cali (COL)', 'Atlante (MEX)', 'Aldosivi (ARG)', 'Orihuela (ESP)', 'San Roque de Lepe (ESP)', 'Kerkyra (GRC)', 'Larissa (GRC)', 'Panegialios (GRC)', 'Floriana (MLT)', 'Lincoln Reds (GIB)', 'Floriana (MLT)', 'Hamrun Spartans (MLT)']
2488;UEFA;MALTA;MLT;1;Premier League;Hamrun Spartans;Walter Ruben Acuña;San Nicolas, Buenos Aires ;03/04/1992;DEL;['Rosario Central (ARG)', 'Olimpo de Bahia Blanca (ARG)', 'Colon de Santa Fe (ARG)', 'Juventud Unida de Gualeguaychu (ARG)', 'Hamrun Spartans (MLT)']
2489;UEFA;MALTA;MLT;1;Premier League;Hamrun Spartans;Carlos Hernan Henneberg;Posadas, Misiones ;06/07/1990;DEL;['Nueva Chicago (ARG)', 'Lanus (ARG)', 'Atlanta (ARG)', 'Independiente (ARG)', 'Pioneros Cancun (MEX)', 'Atletico Guemes (ARG)', 'Peñarol de Pigüe (ARG)', 'Hamrun Spartans (MLT)']
2490;UEFA;MALTA;MLT;1;Premier League;Senglea;Imanol Gonzalez Benac;Rio Tercero, Cordoba ;01/06/1998;DEF;['Belgrano de Cordoba (ARG)', 'Senglea (MLT)']
2491;UEFA;MALTA;MLT;1;Premier League;Senglea;Augusto Rene Caseres;;21/11/1997;DEL;['Belgrano de Cordoba (ARG)', 'Viareggio (ITA)', 'Senglea (MLT)']
2492;UEFA;MALTA;MLT;1;Premier League;Senglea;Braian Alexis Volpini;Ciudad de Buenos Aires ;16/06/1998;VOL;['Belgrano de Cordoba (ARG)', 'Senglea (MLT)']
2493;UEFA;MALTA;MLT;1;Premier League;Senglea;Matias Nicolas Garcia;La Banda, Santiago del Estero ;22/07/1996;VOL;['Belgrano de Cordoba (ARG)', 'Senglea (MLT)']
2494;UEFA;MALTA;MLT;1;Premier League;Sliema Wanderers;Roberto Matias Muchardi;Ciudad de Buenos Aires ;02/09/1988;VOL;"['Lanus (ARG)', 'Racing (ARG)', '""En Italia"" (ARG)', 'Sportivo Patria (ARG)', 'La Academia de Galarza (ARG)', 'Talleres de Remedios de Escalada (ARG)', 'Sliema Wanderers (MLT)', 'Zebbug Rangers (MLT)', 'Hamrum Spartans (MLT)', 'Sliema Wanderers (MLT)']"
2495;UEFA;MALTA;MLT;1;Premier League;Valletta;Miguel Angel Alba;Mar del Plata, Buenos Aires ;14/08/1988;DEL;['Union Mar del Plata (ARG)', 'Chacarita (ARG)', 'Union Mar del Plata (ARG)', 'Douglas Haig (ARG)', 'Alianza Petrolera (COL)', 'Ñublense (CHL)', 'Santamarina (ARG)', 'Guarani Antonio Franco (ARG)', 'Pafos (CYP)', 'Ermis Aradippou (CYP)', 'Birkirkara (MLT)', 'Gimnasia y Tiro (ARG)', 'Valletta (MLT)']
2496;UEFA;MALTA;MLT;1;Premier League;Valletta;Juan Cruz Gill;Villa Maria, Cordoba ;18/07/1983;DEF;['Talleres de Cordoba (ARG)', 'Melipilla (CHL)', 'Ermis (CYP)', 'Estudiantes de Merida (VEN)', 'Union Temuco (CHL)', 'Deportivo Temuco (CHL)', 'Iberia (CHL)', 'Valletta (MLT)']
2497;UEFA;MALTA;MLT;1;Premier League;Valletta;Santiago Malano;Mercedes, Buenos Aires ;29/01/1987;DEL;['Racing (ARG)', 'Atletico Rafaela (ARG)', 'Racing (ARG)', 'Cucuta (COL)', 'Audax Italiano (CHL)', 'Deportes Temuco (CHL)', 'Rangers (CHL)', 'Valletta (MLT)']
2498;UEFA;MALTA;MLT;2;First Division;Gudja United;Alexis Damian Ramos;Mar del Plata, Buenos Aires ;13/04/1989;DEL;['Aldosivi (ARG)', 'Concepcion FC (ARG)', 'Independiente de Fernandez (ARG)', 'Ferro de General Pico (ARG)', 'Gimnasia de Concepcion del Uruguay (ARG)', 'Estudiantes de Rio IV (ARG)', 'General Paz Juniors (ARG)', 'Independiente de Chivilcoy (ARG)', 'Huracan de Goya (ARG)', 'Tecnico Universitario de Ambato (ECU)', 'Isidro Metapan (SLV)', 'El Tanque Sisley (URY)', 'Metropolitano (VEN)', 'Gudja United (MLT)']
2499;UEFA;MALTA;MLT;2;First Division;Santa Lucia FC;Brandon Diego Paiber;Pilar, Buenos Aires ;06/05/1995;VOL;['Velez (ARG)', 'River (ARG)', 'Pilar Obrero (ARG)', 'Defensores de Salto (ARG)', 'Fenix (ARG)', 'Hamrum Spartans (MLT)', 'Comunicaciones (ARG)', 'Santa Lucia FC (MLT)']
2500;UEFA;MALTA;MLT;2;First Division;Sirens;Angel Manuel Bustos;;;DEF;['Talleres de Cordoba (ARG)', 'Instituto (ARG)', 'Argentino Peñarol (ARG)', 'Almirante Brown de Malagueño (ARG)', 'Sirens (MLT)']
2501;UEFA;MALTA;MLT;3;Second Division;Marsaxlokk;Pablo Cesar Doffo;La Carlota, Cordoba ;04/06/1983;VOL;['Boca (ARG)', 'Sportivo Belgrano (ARG)', 'Talleres de Cordoba (ARG)', 'Hibernians (MLT)', 'Floriana (MLT)', 'Naxxar Lions (MLT)', 'Senglea (MLT)', 'Marsaxlokk (MLT)']
2502;UEFA;MALTA;MLT;3;Second Division;Melita;Emilio Cornago;Nogoya, Entre Rios ;06/08/1983;VOL;['Rosario Central (ARG)', 'Guadalajara (ESP)', 'Torrejon del Rey (ESP)', 'Peñarroya (ESP)', 'Vera (ESP)', 'Choza de Canales (ESP)', 'Olympiakos Nicosia (CYP)', 'Melita (MLT)', 'Real Maryland Monarchs (USA)', 'Fgura Utd (MLT)', 'Mdina Knights (MLT)', 'Melita (MLT)']
2503;UEFA;MALTA;MLT;5;Gozo First Division;Nadur Youngsters;Daniel Mateo Bustos;Malagueño, Cordoba ;10/09/1992;VOL;['Racing de Cordoba (ARG)', 'Jorge Ross de La Carlota (ARG)', 'Sarmiento de Leones (ARG)', 'Racing de Cordoba (ARG)', 'Central Cordoba de Santiago del Estero (ARG)', 'Rampla Juniors (URY)', 'Portuguesa (BRA)', 'Almirante Brown de Malagueño (ARG)', 'Naxxar Lions (MLT)', 'Nadur Youngsters (MLT)']
2504;UEFA;MALTA;MLT;5;Gozo First Division;Qala Saints;Julian Leandro Gill;Villa Maria, Cordoba ;04/11/1991;DEL;['Belgrano de Cordoba (ARG)', 'Aabyhoj (DNK)', 'Attard (MLT)', 'Marsaxlokk (MLT)', 'Qala Saints (MLT)']
